term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,dfidf,mean_tfidf
comgoogleyahoo,1,6.937170050849456e-06,17.137221319525175,14,NN,1,{'NN'},2.4771212547196626,0.0005160669280665964
sandblaster,1,6.937170050849456e-06,17.137221319525175,11,NN,1,{'NN'},2.4771212547196626,0.001376178474844257
bbs,1,6.937170050849456e-06,17.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.0006880892374221285
dead,1,6.937170050849456e-06,17.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
bushingscatalog,1,6.937170050849456e-06,17.137221319525175,15,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
housingcatalog,1,6.937170050849456e-06,17.137221319525175,14,NN,1,{'NN'},2.4771212547196626,0.0005160669280665964
bushingscrc,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
informationfor,1,6.937170050849456e-06,17.137221319525175,14,NNS,1,{'NNS'},2.4771212547196626,0.0005160669280665964
adpersonal,1,6.937170050849456e-06,17.137221319525175,10,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
enginemagazine,1,6.937170050849456e-06,17.137221319525175,14,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
msnaolother,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
listthomasnet,1,6.937170050849456e-06,17.137221319525175,13,NN,1,{'NN'},2.4771212547196626,0.0005160669280665964
picocoulombs,1,6.937170050849456e-06,17.137221319525175,12,NN,1,{'NN'},2.4771212547196626,0.0005160669280665964
circleflange,1,6.937170050849456e-06,17.137221319525175,12,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
flangebolt,1,6.937170050849456e-06,17.137221319525175,10,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
ratingmollength,1,6.937170050849456e-06,17.137221319525175,15,NN,1,{'NN'},2.4771212547196626,0.0005160669280665964
couplerline,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
sequence,1,6.937170050849456e-06,17.137221319525175,8,NN,1,{'NN'},2.4771212547196626,0.0005160669280665964
potentialzero,1,6.937170050849456e-06,17.137221319525175,13,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
bushingbar,1,6.937170050849456e-06,17.137221319525175,10,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
wallinsulators,1,6.937170050849456e-06,17.137221319525175,14,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
capacitance,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
appartus,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
chucker,1,6.937170050849456e-06,17.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.001376178474844257
mic,1,6.937170050849456e-06,17.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.001376178474844257
coremaker,1,6.937170050849456e-06,17.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.0020642677122663855
alloysin,1,6.937170050849456e-06,17.137221319525175,8,NN,1,{'NN'},2.4771212547196626,0.0020642677122663855
fieldssouth,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.0010321338561331927
thebarton,1,6.937170050849456e-06,17.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.0010321338561331927
darwin,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0010321338561331927
freighter,1,6.937170050849456e-06,17.137221319525175,9,NN,1,{'NN'},2.4771212547196626,0.0010321338561331927
logistic,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0010321338561331927
edwardsseedward,1,6.937170050849456e-06,17.137221319525175,15,NNP,1,{'NNP'},2.4771212547196626,0.0006880892374221285
ethan,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.0006880892374221285
cubiwcubi,1,6.937170050849456e-06,17.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.0006880892374221285
filaedfila,1,6.937170050849456e-06,17.137221319525175,10,NNP,1,{'NNP'},2.4771212547196626,0.0006880892374221285
tours,1,6.937170050849456e-06,17.137221319525175,5,NNS,1,{'NNS'},2.4771212547196626,0.0006880892374221285
firsthand,1,6.937170050849456e-06,17.137221319525175,9,NN,1,{'NN'},2.4771212547196626,0.0006880892374221285
wcb,1,6.937170050849456e-06,17.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.0006880892374221285
hastalloys,1,6.937170050849456e-06,17.137221319525175,10,NNP,1,{'NNP'},2.4771212547196626,0.0006880892374221285
transformation,1,6.937170050849456e-06,17.137221319525175,14,NN,1,{'NN'},2.4771212547196626,0.0006880892374221285
adopter,1,6.937170050849456e-06,17.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.0006880892374221285
involves,1,6.937170050849456e-06,17.137221319525175,8,NNS,1,{'NNS'},2.4771212547196626,0.0006880892374221285
ofyesterday,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.0006880892374221285
oftomorrowwith,1,6.937170050849456e-06,17.137221319525175,14,NNP,1,{'NNP'},2.4771212547196626,0.0006880892374221285
castingslearn,1,6.937170050849456e-06,17.137221319525175,13,NNP,1,{'NNP'},2.4771212547196626,0.0006880892374221285
acreage,1,6.937170050849456e-06,17.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.0020642677122663855
lineswith,1,6.937170050849456e-06,17.137221319525175,9,NN,1,{'NN'},2.4771212547196626,0.0020642677122663855
demensions,1,6.937170050849456e-06,17.137221319525175,10,NNS,1,{'NNS'},2.4771212547196626,0.0005160669280665964
divider,1,6.937170050849456e-06,17.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.0005160669280665964
harden,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0001331785620817023
kitform,1,6.937170050849456e-06,17.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
sarah,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
judge,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
jacqueline,1,6.937170050849456e-06,17.137221319525175,10,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
duranodic,1,6.937170050849456e-06,17.137221319525175,9,NN,1,{'NN'},2.4771212547196626,0.00041285354245327715
collars,1,6.937170050849456e-06,17.137221319525175,7,NNS,1,{'NNS'},2.4771212547196626,0.00041285354245327715
flush,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
clear,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
galesburg,1,6.937170050849456e-06,17.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
letterstyles,1,6.937170050849456e-06,17.137221319525175,12,NNS,1,{'NNS'},2.4771212547196626,0.00041285354245327715
rosettes,1,6.937170050849456e-06,17.137221319525175,8,NNS,1,{'NNS'},2.4771212547196626,0.00041285354245327715
orthis,1,6.937170050849456e-06,17.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.00041285354245327715
primaryclamp,1,6.937170050849456e-06,17.137221319525175,12,NN,1,{'NN'},2.4771212547196626,0.0005160669280665964
bestplaques,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
coloring,1,6.937170050849456e-06,17.137221319525175,8,NN,1,{'NN'},2.4771212547196626,0.000393193849955502
quotepage,1,6.937170050849456e-06,17.137221319525175,9,NN,1,{'NN'},2.4771212547196626,0.000393193849955502
okay,1,6.937170050849456e-06,17.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.000393193849955502
containers,1,6.937170050849456e-06,17.137221319525175,10,NNS,1,{'NNS'},2.4771212547196626,0.000393193849955502
batches,1,6.937170050849456e-06,17.137221319525175,7,NNS,1,{'NNS'},2.4771212547196626,0.000393193849955502
spacing,1,6.937170050849456e-06,17.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.000393193849955502
grommet,1,6.937170050849456e-06,17.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.000393193849955502
played,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.000393193849955502
satcom,1,6.937170050849456e-06,17.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.0001331785620817023
hughes,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
atdallas,1,6.937170050849456e-06,17.137221319525175,8,NNS,1,{'NNS'},2.4771212547196626,0.00041285354245327715
aboard,1,6.937170050849456e-06,17.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.00041285354245327715
constitution,1,6.937170050849456e-06,17.137221319525175,12,NN,1,{'NN'},2.4771212547196626,0.00041285354245327715
lineman,1,6.937170050849456e-06,17.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.0005160669280665964
pb,1,6.937170050849456e-06,17.137221319525175,2,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
fault,1,6.937170050849456e-06,17.137221319525175,5,NN,1,{'NN'},2.4771212547196626,0.0005160669280665964
polykeram,1,6.937170050849456e-06,17.137221319525175,9,NN,1,{'NN'},2.4771212547196626,0.0005160669280665964
manufactureof,1,6.937170050849456e-06,17.137221319525175,13,NN,1,{'NN'},2.4771212547196626,0.0005160669280665964
dielectric,1,6.937170050849456e-06,17.137221319525175,10,NN,1,{'NN'},2.4771212547196626,0.0005160669280665964
newsletters,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
periodic,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
karrant,1,6.937170050849456e-06,17.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
fincher,1,6.937170050849456e-06,17.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
ramosrocky,1,6.937170050849456e-06,17.137221319525175,10,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
arkramos,1,6.937170050849456e-06,17.137221319525175,8,NN,1,{'NN'},2.4771212547196626,0.00041285354245327715
walker,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
fuselage,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
rookstool,1,6.937170050849456e-06,17.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
farris,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
emmy,1,6.937170050849456e-06,17.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
agnew,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
spiro,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
gerald,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
congressman,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
inquires,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.00034404461871106426
flats,1,6.937170050849456e-06,17.137221319525175,5,NNS,1,{'NNS'},2.4771212547196626,0.00034404461871106426
paperless,1,6.937170050849456e-06,17.137221319525175,9,NN,1,{'NN'},2.4771212547196626,0.002752356949688514
kirksite,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.001376178474844257
versus,1,6.937170050849456e-06,17.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.0001619033499816773
replaced,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
velocities,1,6.937170050849456e-06,17.137221319525175,10,NNS,1,{'NNS'},2.4771212547196626,0.0001619033499816773
conduction,1,6.937170050849456e-06,17.137221319525175,10,NN,1,{'NN'},2.4771212547196626,0.0001619033499816773
convection,1,6.937170050849456e-06,17.137221319525175,10,NN,1,{'NN'},2.4771212547196626,0.0001619033499816773
flowcast,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
drawbacks,1,6.937170050849456e-06,17.137221319525175,9,NNS,1,{'NNS'},2.4771212547196626,0.0001619033499816773
suffers,1,6.937170050849456e-06,17.137221319525175,7,NNS,1,{'NNS'},2.4771212547196626,0.0001619033499816773
vapore,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
creators,1,6.937170050849456e-06,17.137221319525175,8,NNS,1,{'NNS'},2.4771212547196626,0.0001619033499816773
tck,1,6.937170050849456e-06,17.137221319525175,3,NN,1,{'NN'},2.4771212547196626,0.0005504713899377029
socks,1,6.937170050849456e-06,17.137221319525175,5,NNS,1,{'NNS'},2.4771212547196626,0.0005504713899377029
easier,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0005504713899377029
smoke,1,6.937170050849456e-06,17.137221319525175,5,NN,1,{'NN'},2.4771212547196626,0.0005504713899377029
rapping,1,6.937170050849456e-06,17.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.0005504713899377029
combo,1,6.937170050849456e-06,17.137221319525175,5,NN,1,{'NN'},2.4771212547196626,0.0005504713899377029
freezing,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0005504713899377029
tears,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.0005504713899377029
cracked,1,6.937170050849456e-06,17.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.0005504713899377029
hydration,1,6.937170050849456e-06,17.137221319525175,9,NN,1,{'NN'},2.4771212547196626,0.0005504713899377029
reflectance,1,6.937170050849456e-06,17.137221319525175,11,NN,1,{'NN'},2.4771212547196626,0.0005504713899377029
fiberfrax,1,6.937170050849456e-06,17.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.0005504713899377029
castingper,1,6.937170050849456e-06,17.137221319525175,10,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
drache,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
lethiguel,1,6.937170050849456e-06,17.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
northeastern,1,6.937170050849456e-06,17.137221319525175,12,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
eaglepicher,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
cadence,1,6.937170050849456e-06,17.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
dfm,1,6.937170050849456e-06,17.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
rensselaer,1,6.937170050849456e-06,17.137221319525175,10,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
bedrock,1,6.937170050849456e-06,17.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.0001619033499816773
sikorsky,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
wesson,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
lehigh,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
hunt,1,6.937170050849456e-06,17.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
era,1,6.937170050849456e-06,17.137221319525175,3,NN,1,{'NN'},2.4771212547196626,0.0001619033499816773
instincts,1,6.937170050849456e-06,17.137221319525175,9,NNS,1,{'NNS'},2.4771212547196626,0.0001619033499816773
ojo,1,6.937170050849456e-06,17.137221319525175,3,NN,1,{'NN'},2.4771212547196626,0.0006880892374221285
lori,1,6.937170050849456e-06,17.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
massachusetts,1,6.937170050849456e-06,17.137221319525175,13,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
dexterity,1,6.937170050849456e-06,17.137221319525175,9,NN,1,{'NN'},2.4771212547196626,0.0001619033499816773
patternmaker,1,6.937170050849456e-06,17.137221319525175,12,NN,1,{'NN'},2.4771212547196626,0.0001619033499816773
jensen,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
roderick,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
smarts,1,6.937170050849456e-06,17.137221319525175,6,NNS,1,{'NNS'},2.4771212547196626,0.0001619033499816773
progresses,1,6.937170050849456e-06,17.137221319525175,10,NNS,1,{'NNS'},2.4771212547196626,0.0001619033499816773
recovery,1,6.937170050849456e-06,17.137221319525175,8,NN,1,{'NN'},2.4771212547196626,0.0001619033499816773
densities,1,6.937170050849456e-06,17.137221319525175,9,NNS,1,{'NNS'},2.4771212547196626,0.0005504713899377029
troughs,1,6.937170050849456e-06,17.137221319525175,7,NNS,1,{'NNS'},2.4771212547196626,0.0005504713899377029
kimmett,1,6.937170050849456e-06,17.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.0001619033499816773
molder,1,6.937170050849456e-06,17.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.0006880892374221285
toolinga,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0005504713899377029
syracuse,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0005504713899377029
lemoyne,1,6.937170050849456e-06,17.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.0005504713899377029
sizeadditional,1,6.937170050849456e-06,17.137221319525175,14,NNP,1,{'NNP'},2.4771212547196626,0.0005504713899377029
hemet,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.0006880892374221285
tanya,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.0006880892374221285
aaa,1,6.937170050849456e-06,17.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.0006880892374221285
assign,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0006880892374221285
stake,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.001376178474844257
understands,1,6.937170050849456e-06,17.137221319525175,11,NNS,1,{'NNS'},2.4771212547196626,0.0006880892374221285
eraser,1,6.937170050849456e-06,17.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.0006880892374221285
emailto,1,6.937170050849456e-06,17.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.00031757964804098244
headscat,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0002502142681535013
svg,1,6.937170050849456e-06,17.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.0002502142681535013
kvg,1,6.937170050849456e-06,17.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.0002502142681535013
packaged,1,6.937170050849456e-06,17.137221319525175,8,NN,1,{'NN'},2.4771212547196626,0.0002502142681535013
seepage,1,6.937170050849456e-06,17.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.0002502142681535013
flex,1,6.937170050849456e-06,17.137221319525175,4,NN,1,{'NN'},2.4771212547196626,0.0002502142681535013
galleys,1,6.937170050849456e-06,17.137221319525175,7,NNS,1,{'NNS'},2.4771212547196626,0.0002502142681535013
insure,1,6.937170050849456e-06,17.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.0002502142681535013
preservative,1,6.937170050849456e-06,17.137221319525175,12,NN,1,{'NN'},2.4771212547196626,0.0002502142681535013
afterwards,1,6.937170050849456e-06,17.137221319525175,10,NNS,1,{'NNS'},2.4771212547196626,0.0002502142681535013
impressions,1,6.937170050849456e-06,17.137221319525175,11,NNS,1,{'NNS'},2.4771212547196626,0.0005504713899377029
guidelinesit,1,6.937170050849456e-06,17.137221319525175,12,NNP,1,{'NNP'},2.4771212547196626,0.0005504713899377029
ribs,1,6.937170050849456e-06,17.137221319525175,4,NN,1,{'NN'},2.4771212547196626,0.0005504713899377029
acceptability,1,6.937170050849456e-06,17.137221319525175,13,NN,1,{'NN'},2.4771212547196626,0.0005504713899377029
pmsunday,1,6.937170050849456e-06,17.137221319525175,8,NN,1,{'NN'},2.4771212547196626,0.00031757964804098244
kansas,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.00031757964804098244
chesterdale,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.00031757964804098244
sought,1,6.937170050849456e-06,17.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.00031757964804098244
jumpers,1,6.937170050849456e-06,17.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.00031757964804098244
taste,1,6.937170050849456e-06,17.137221319525175,5,NN,1,{'NN'},2.4771212547196626,0.00031757964804098244
accent,1,6.937170050849456e-06,17.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.00031757964804098244
siding,1,6.937170050849456e-06,17.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.00031757964804098244
webwall,1,6.937170050849456e-06,17.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.00031757964804098244
guests,1,6.937170050849456e-06,17.137221319525175,6,NNS,1,{'NNS'},2.4771212547196626,0.00031757964804098244
ftp,1,6.937170050849456e-06,17.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.001376178474844257
hardsand,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.001376178474844257
tosemco,1,6.937170050849456e-06,17.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.00031757964804098244
evans,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.0005504713899377029
iannettoni,1,6.937170050849456e-06,17.137221319525175,10,NNP,1,{'NNP'},2.4771212547196626,0.0005504713899377029
nathaniel,1,6.937170050849456e-06,17.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.0005504713899377029
steelwork,1,6.937170050849456e-06,17.137221319525175,9,NN,1,{'NN'},2.4771212547196626,0.0005504713899377029
treads,1,6.937170050849456e-06,17.137221319525175,6,NNS,1,{'NNS'},2.4771212547196626,0.0005504713899377029
riser,1,6.937170050849456e-06,17.137221319525175,5,NN,1,{'NN'},2.4771212547196626,0.0005504713899377029
columbarium,1,6.937170050849456e-06,17.137221319525175,11,NN,1,{'NN'},2.4771212547196626,0.0005504713899377029
permissibility,1,6.937170050849456e-06,17.137221319525175,14,NN,1,{'NN'},2.4771212547196626,0.0005504713899377029
hockey,1,6.937170050849456e-06,17.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.0001619033499816773
charlies,1,6.937170050849456e-06,17.137221319525175,8,NNS,1,{'NNS'},2.4771212547196626,0.0001619033499816773
districts,1,6.937170050849456e-06,17.137221319525175,9,NNS,1,{'NNS'},2.4771212547196626,0.00041285354245327715
indiaghaziabad,1,6.937170050849456e-06,17.137221319525175,14,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
leon,1,6.937170050849456e-06,17.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
indianuevo,1,6.937170050849456e-06,17.137221319525175,10,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
delhi,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
indianew,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
francemumbai,1,6.937170050849456e-06,17.137221319525175,12,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
verpillière,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
indiala,1,6.937170050849456e-06,17.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
indiakolkata,1,6.937170050849456e-06,17.137221319525175,12,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
indiaindore,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
indiahyderabad,1,6.937170050849456e-06,17.137221319525175,14,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
indiadelhi,1,6.937170050849456e-06,17.137221319525175,10,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
acr,1,6.937170050849456e-06,17.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
indiachennai,1,6.937170050849456e-06,17.137221319525175,12,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
francecessieu,1,6.937170050849456e-06,17.137221319525175,13,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
mibangkok,1,6.937170050849456e-06,17.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
onann,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
indiaalymer,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
ahebdabad,1,6.937170050849456e-06,17.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
freezers,1,6.937170050849456e-06,17.137221319525175,8,NNS,1,{'NNS'},2.4771212547196626,0.0001756823584907562
ctkansas,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
azansonia,1,6.937170050849456e-06,17.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
gaphoenix,1,6.937170050849456e-06,17.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
mexicoparis,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
tnport,1,6.937170050849456e-06,17.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
klang,1,6.937170050849456e-06,17.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
malaysiaraipur,1,6.937170050849456e-06,17.137221319525175,14,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
mandate,1,6.937170050849456e-06,17.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.00041285354245327715
ehs,1,6.937170050849456e-06,17.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
aerobearing,1,6.937170050849456e-06,17.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.00041285354245327715
seek,1,6.937170050849456e-06,17.137221319525175,4,NN,1,{'NN'},2.4771212547196626,0.0001756823584907562
treasury,1,6.937170050849456e-06,17.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0001756823584907562
